0 0 0 2526.5,694.5
6 15 7 2538.5,734.5
18 15 8 2550.5,846.5
24 30 21 2482.5,894.5
24 90 108 2382.5,782.5
30 60 54 2462.5,986.5
30 75 87 2370.5,890.5
30 75 88 2334.5,818.5
30 90 107 2326.5,754.5
36 75 85 2326.37,919.692
36 75 86 2330.68,881.363
36 90 105 2306.46,850.445
36 90 106 2267.57,780
42 60 50 2258.5,974.5
42 75 89 2245.3,748.816
48 45 22 1898.5,746.5
48 45 23 1970.5,854.5
48 45 28 1538.5,1698.5
48 150 211 2398.5,1070.5
54 45 37 2435.71,1145.85
54 60 45 1502.5,1726.5
54 60 47 1882.5,782.5
54 60 48 1942.5,750.5
54 75 84 2418.47,1110.44
60 45 29 1538.5,1830.5
60 45 34 2462.5,1198.5
60 45 35 2473.32,1155.2
60 45 36 2414.5,1182.5
60 60 44 1550.5,1754.5
60 75 82 1634.5,1722.5
60 90 98 1403.29,1615.18
60 120 159 1890.5,906.5
66 60 39 1310.5,1650.5
66 60 40 1394.5,1702.5
66 60 42 1062.5,1810.5
66 60 46 1690.5,1278.5
66 60 51 2246.5,1190.5
66 75 69 1362.5,1674.5
66 75 70 1373.65,1589.77
66 90 104 1606.5,1770.5
66 105 139 1330.5,1606.5
72 30 20 2450.5,1346.5
72 60 52 2198.5,1226.5
72 75 63 1102.5,1870.5
72 75 64 990.5,1806.5
72 75 65 1270.5,1738.5
72 75 71 1449.63,1483.25
72 75 73 1810.5,550.5
72 75 77 1605.14,1240.6
72 75 78 1627.86,1272.4
72 75 79 1726.5,1302.5
72 75 80 1682.5,1338.5
72 105 138 1278.5,1626.5
78 45 27 1774.5,1658.5
78 60 41 1241.75,1778.38
78 60 43 1126.5,1942.5
78 60 49 1714.5,614.5
78 60 53 2150.5,1258.5
78 75 66 1218.5,1722.5
78 75 67 1206.4,1666.55
78 75 68 1227.25,1814.62
78 90 94 862.5,1802.5
78 90 97 1242.6,1650.45
78 135 187 1479.37,1457.75
84 45 25 1806.5,1738.5
84 75 72 1482.5,1390.5
84 75 74 1666.5,626.5
84 75 81 1598.5,1438.5
84 90 96 1138.5,1634.5
84 105 136 1502.5,1302.5
84 135 188 1146.5,1686.5
90 15 14 1845.29,1766.43
90 45 26 1811.71,1786.57
90 75 56 790.5,1894.5
90 75 57 834.5,1926.5
90 75 83 2010.5,1278.5
90 90 95 590.5,1882.5
90 90 99 1422.5,1154.5
90 90 103 1509.86,1110.72
90 105 135 1450.5,1194.5
90 105 137 1130.5,1582.5
90 135 190 1614.5,614.5
96 75 58 838.5,1986.5
96 75 75 1602.5,1042.5
96 75 76 1547.19,1098.27
96 165 250 1522.5,642.5
96 90 102 1590.5,654.5
96 180 288 1362.5,1294.5
96 105 110 878.5,1986.5
96 105 134 1470.45,1114.5
96 105 141 1554.5,594.5
96 135 167 482.5,1886.5
96 135 168 678.5,1934.5
96 135 189 1550.5,690.5
102 45 31 1766.5,1998.5
102 75 59 866.5,2038.5
102 75 60 922.5,2002.5
102 75 61 822.5,2058.5
102 75 62 766.5,2038.5
102 105 109 728.603,1724.4
102 105 133 1374.5,1098.5
102 150 199 438.5,1838.5
102 165 227 438.5,1926.5
108 45 24 1978.5,1610.5
108 45 30 1734.5,2034.5
108 90 92 756.397,1696.6
108 90 93 726.5,1654.5
108 165 249 1158.5,1354.5
108 105 132 1442.5,994.5
